seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	numcodinggenes	name	freq	freqCMA
chr7	20589973	39706120	19116148	*	1856	0.9299568965517241	102	2kb_93%	SFRP4,SNX10,KLHL7,NME8,NT5C3A,FKBP14,BMPER,FAM126A,DNAH11,BBS9,GHRHR,GPNMB,HOXA1,HOXA2	RP9,SFRP4,TBX20,ANLN,SNX10,KLHL7,NME8,NT5C3A,FKBP14,CYCS,BMPER,FAM126A,GSDME,DNAH11,BBS9,GARS1,GHRHR,GPNMB,HNRNPA2B1,HOXA1,HOXA11,HOXA13,HOXA2,AQP1,PDE1C,RALA	STK31,TAX1BP1,KLHL7,SKAP2,OSBPL3,TRA2A,CHN2,POU6F2,SCRN1,DPY19L1,BMPER,AVL9,DNAH11,CDCA7L,AMPH,PDE1C	RP9,SFRP4,SP4,STK31,TAX1BP1,TBX20,VPS41,NPVF,NEUROD6,ANLN,CPVL,SNX10,CBX3,KLHL7,SKAP2,ELMO1,OSBPL3,NOD1,NME8,TRA2A,CREB5,RAPGEF5,PPP1R17,NUP42,LSM5,SEPTIN7,EPDR1,NT5C3A,MPP6,FKBP14,STARD3NL,SP8,CHN2,CYCS,GPR141,TOMM7,POU6F2,GGCT,MALSU1,C7orf31,KBTBD2,HERPUD2,MINDY4,WIPF3,SCRN1,TRIL,DPY19L1,KIAA0895,EEPD1,PRR15,ZNRF2,CCDC126,CRHR2,NPSR1,BMPER,ADCYAP1R1,FAM126A,YAE1,MTURN,ITPRID1,FAM221A,GSDME,IGF2BP3,JAZF1,AVL9,DNAH11,BBS9,PLEKHA8,CDCA7L,EVX1,FKBP9,GARS1,STEAP1B,INMT-MINDY4,GHRHR,GPNMB,ABCB5,AMPH,HIBADH,HNRNPA2B1,HOXA1,HOXA10,HOXA11,HOXA13,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,AOAH,IL6,INMT,AQP1,NFE2L3,NPY,PDE1C,RALA	RNU1-15P,RP9,SFRP4,SP4,STK31,TAX1BP1,TBX20,TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV10,TRGV11,TRGV2,TRGV3,TRGV4,TRGV5,TRGV5P,TRGV6,TRGV7,TRGV8,TRGV9,TRGVA,TRGVB,VPS41,NPVF,NEUROD6,ANLN,CPVL,SNX10,CBX3,KLHL7,SKAP2,ELMO1,PPP1R14BP4,OSBPL3,NOD1,NME8,TRA2A,CREB5,RAPGEF5,PPP1R17,NUP42,LSM5,SEPTIN7,EPDR1,NT5C3A,MPP6,FKBP14,STARD3NL,SP8,CHN2,CYCS,GPR141,CLK2P1,TOMM7,POU6F2,GGCT,MALSU1,C7orf31,KBTBD2,POU6F2-AS2,HERPUD2,MINDY4,WIPF3,NPSR1-AS1,KIAA0087,SCRN1,TRIL,DPY19L1,KIAA0895,EEPD1,DPY19L2P1,PRR15,ZNRF2,LINC02860,DPY19L2P3,DPY19L1P1,CCDC126,RPL12P10,NHP2P2,DPY19L1P2,NANOGP4,CRHR2,NPSR1,BMPER,ADCYAP1R1,FAM126A,YAE1,HOXA11-AS,MTURN,ITPRID1,FAM221A,GSDME,IGF2BP3,JAZF1,AVL9,DNAH11,BBS9,PLEKHA8,RPS2P32,CDCA7L,MIR148A,MIR196B,EEF1A1P6,SNORD93,MIR550A1,MIR550A2,KRT8P20,RP9P,FAM183BP,EVX1,MIR1183,MIR1200,MIR548N,RPS26P30,RPS10P14,RPL7AP38,RPL23P8,RPL35P4,RPS29P14,RPS27P16,RPS17P13,RPL7P31,HOTAIRM1,FKBP9,HOTTIP,S100A11P2,SEPTIN7P3,TMSB4XP3,PCMTD1P3,MIR550B2,MIR550B1,AK3P3,TPM3P4,HMGB3P20,PSMC1P2,MARK2P13,CHN2-AS1,EVX1-AS,HOXA10-AS,IL6-AS1,TAX1BP1-AS1,CPVL-AS1,ELMO1-AS1,POU6F2-AS1,FKBP14-AS1,JAZF1-AS1,AOAH-IT1,SNX2P2,GARS1,MIR550A3,STEAP1B,INMT-MINDY4,GHRHR,ZNRF2P1,ZNRF2P2,RNA5SP227,RNA5SP228,RNA5SP229,KLHL7-DT,HOXA-AS2,HOXA-AS3,NCAPD2P1,NECAP1P1,TSEN15P3,FCF1P1,GPNMB,RNU7-143P,ABCB5,RN7SL83P,RN7SL132P,RN7SL505P,RN7SL542P,AMPH,RNU6-388P,RNU6-438P,RNU6-565P,RNU6-979P,RNU6-1085P,RNU6-1103P,HNRNPA1P73,GARS1-DT,LINC00997,TRG-AS1,EIF4HP1,HIBADH,TPT1P7,SUMO2P14,LINC01162,LINC01176,SNRPCP19,HNRNPA2B1,HOXA1,HOXA10,HOXA11,HOXA13,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,SLC25A5P5,SEPTIN7-DT,SNORA20B,SNORD65C,MTCYBP42,SNHG26,PPIAP80,GPR141BP,AOAH,GTF3C6P3,IL6,INMT,AQP1,ASS1P11,NFE2L3,NPM1P18,NPY,PDE1C,RALA	227	99	NA	NA	NA
chr15	75801128	82465670	6664543	*	12050	0.9043153526970954	101	12kb_90.4%	SCAPER,MESD,ARNT2,CHRNA3,LINGO1,CIB2,EFL1,TBC1D2B,CEMIP,ETFA,FAH,IDH3A,IREB2,MTHFS	SCAPER,MESD,ARNT2,CHRNA3,LINGO1,CIB2,EFL1,TBC1D2B,CEMIP,MIR184,ETFA,FAH,IDH3A,IREB2,MTHFS,PSTPIP1	SCAPER,DNAJA4,ADAMTS7,EFL1,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,ETFA,IL16,PSTPIP1	SCAPER,TLNRD1,MESD,FBXO22,DNAJA4,ARNT2,MORF4L1,TSPAN3,STARD5,ISL2,UBE2Q2,CHRNA3,CHRNA5,CHRNB4,LINGO1,ADAMTS7,TMC3,CRABP1,CIB2,MEX3B,CTSH,EFL1,TMEM266,CFAP161,ABHD17C,TMED3,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,NRG4,ZFAND6,WDR61,ST20,SAXO2,ANKRD34C,HYKK,SH2D7,ETFA,FAH,GOLGA6L10,GOLGA6L9,ST20-MTHFS,HMG20A,CTXND1,IDH3A,IL16,IREB2,MTHFS,PSMA4,PSTPIP1,RASGRF1,BCL2A1,RCN2	TYRO3P,SCAPER,TLNRD1,MESD,FBXO22,DNAJA4,ARNT2,MORF4L1,TSPAN3,STARD5,ISL2,UBE2Q2,CHRNA3,CHRNA5,CHRNB4,LINGO1,ADAMTS7,TMC3,CRABP1,CIB2,MEX3B,CTSH,EFL1,TMEM266,CFAP161,ABHD17C,LINGO1-AS1,ST20-AS1,LINC00927,TMED3,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,NRG4,ZFAND6,WDR61,MIR184,MIR549A,KRT8P23,ST20,SAXO2,ANKRD34C,HYKK,SH2D7,ETFA,RPL18P11,FAH,RPL21P116,GOLGA6L10,GOLGA6L9,UBE2Q2P2,MIR3713,MIR4514,MIR5572,ANP32BP3,ST20-MTHFS,RN7SKP217,RN7SL214P,RN7SL278P,RN7SL510P,RNU6-380P,RNU6-415P,RNU6-667P,CSPG4P10,RNU1-77P,ANKRD34C-AS1,HNRNPCP3,CSPG4P13,ADAMTS7P1,ADAMTS7P3,UBE2Q2P6,HMG20A,CTXND1,LINGO1-AS2,TMC3-AS1,LINC01583,COMMD4P1,IDH3A,TFDP1P3,IL16,IREB2,MTHFS,PSMA4,PSTPIP1,RASGRF1,BCL2A1,RCN2	89	55	NA	NA	NA
chrX	8789266	13034559	4245294	*	8898	0.9004270622611823	97	9kb_90%		TBL1X,TLR7,GPR143,CLCN4,FRMPD4,AMELX,HCCS,MID1,MSL3	SHROOM2	TBL1X,TMSB4X,TLR7,TLR8,FAM9A,FAM9B,GPR143,CLCN4,FRMPD4,WWC3,AMELX,HCCS,CLDN34,SHROOM2,ARHGAP6,MID1,MSL3,PRPS2	TBL1X,TMSB4X,TLR7,TLR8,FAM9A,FAM9B,GPR143,CLCN4,FRMPD4,WWC3,MRPL35P4,RPL17P49,HMGN1P33,PSMA6P2,TLR8-AS1,FRMPD4-AS1,WWC3-AS1,BRK1P1,RNA5SP499,MIR548AX,RN7SKP290,AMELX,RNU6-800P,HCCS,CLDN34,EIF5P1,ANAPC15P1,NOLC1P1,GOT2P7,LIMK2P1,SHROOM2,ARHGAP6,MID1,MSL3,PRPS2	35	18	NA	NA	NA
chr15	75680592	84440502	8759911	*	24645	0.9035504159058633	92	25kb_90.4%	SCAPER,MESD,ARNT2,CHRNA3,LINGO1,CIB2,EFL1,TBC1D2B,CEMIP,ETFA,FAH,IDH3A,AP3B2,IREB2,MTHFS	RPS17,BNC1,SCAPER,MESD,ARNT2,HOMER2,CHRNA3,LINGO1,CIB2,EFL1,TBC1D2B,CEMIP,MIR184,ETFA,FAH,IDH3A,AP3B2,IREB2,MTHFS,PSTPIP1	BTBD1,SCAPER,ADAMTSL3,DNAJA4,ADAMTS7,CSPG4,EFL1,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,ETFA,IL16,PSTPIP1	RPS17,BNC1,SH3GL3,BTBD1,TM6SF1,SCAPER,TLNRD1,MESD,FBXO22,ADAMTSL3,DNAJA4,ARNT2,MORF4L1,HOMER2,TSPAN3,FSD2,STARD5,ISL2,UBE2Q2,CHRNA3,CHRNA5,CHRNB4,LINGO1,CPEB1,ADAMTS7,TMC3,CRABP1,CIB2,CSPG4,HDGFL3,MEX3B,CTSH,EFL1,TMEM266,CFAP161,ABHD17C,GOLGA6L4,C15orf40,ODF3L1,TMED3,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,NRG4,ZFAND6,WDR61,WHAMM,RAMAC,ST20,SAXO2,ANKRD34C,HYKK,SH2D7,ETFA,FAH,GOLGA6L10,GOLGA6L9,ST20-MTHFS,HMG20A,CTXND1,IDH3A,AP3B2,IL16,IREB2,MTHFS,PSMA4,PSTPIP1,RASGRF1,BCL2A1,RCN2	RPS17,BNC1,SH3GL3,BTBD1,TM6SF1,TYRO3P,SCAPER,TLNRD1,MESD,FBXO22,ADAMTSL3,DNAJA4,ARNT2,MORF4L1,HOMER2,TSPAN3,FSD2,STARD5,ISL2,UBE2Q2,CHRNA3,CHRNA5,CHRNB4,LINGO1,CPEB1,ADAMTS7,TMC3,CRABP1,CIB2,CSPG4,HDGFL3,MEX3B,CTSH,EFL1,GOLGA2P10,TMEM266,CFAP161,ABHD17C,GOLGA6L4,LINGO1-AS1,ST20-AS1,LINC00927,CPEB1-AS1,C15orf40,ODF3L1,TMED3,MINAR1,TBC1D2B,CEMIP,CSPG4P5,PEAK1,ACSBG1,NRG4,ZFAND6,WDR61,WHAMM,RAMAC,FABP5P8,MIR184,EFL1P1,SCARNA15,MIR549A,KRT8P23,ST20,SAXO2,ANKRD34C,HYKK,SH2D7,ETFA,DNM1P35,DNM1P38,DNM1P41,RPL18P11,FAH,RPL21P116,GOLGA6L10,GOLGA6L9,UBE2Q2P2,MIR4313,MIR3713,MIR4515,MIR4514,MIR5572,ANP32BP3,TUBAP4,ST20-MTHFS,UBE2Q2L,RN7SKP217,RN7SL214P,RN7SL278P,RN7SL319P,RN7SL331P,RN7SL417P,RN7SL510P,DNM1P49,RNU6-380P,RNU6-401P,RNU6-415P,RNU6-667P,RNU6-1339P,CSPG4P10,CSPG4P11,RNU1-77P,DNM1P51,ANKRD34C-AS1,HNRNPCP3,CSPG4P13,ADAMTS7P1,ADAMTS7P3,UBE2Q2P6,GOLGA6L17P,GOLGA2P7,UBE2Q2P8,UBE2Q2P11,HMG20A,SNHG21,CTXND1,LINGO1-AS2,TMC3-AS1,LINC01583,ACTG1P17,COMMD4P1,PPIAP47,IDH3A,TFDP1P3,AP3B2,IL16,IREB2,MTHFS,PSMA4,PSTPIP1,RASGRF1,BCL2A1,RCN2	134	72	NA	NA	NA
chr17	14023991	20579202	6555212	*	4492	0.9383348174532502	91	4kb_93.8%	TOP3A,MIEF2,TNFRSF13B,ATPAF2,COX10,B9D1,TTC19,ALDH3A2,GRAP,MYO15A,PIGL,PMP22	SREBF1,TOP3A,MIEF2,TNFRSF13B,ATPAF2,COX10,B9D1,TTC19,FLCN,ALDH3A2,GRAP,MYO15A,NCOR1,PIGL,PMP22,RAI1	TOM1L2,TOP3A,ULK2,SMCR8,SPECC1,FAM83G,FLII,LLGL1,MAPK7	SHMT1,SREBF1,TOM1L2,TOP3A,FBXW10,UBB,RNF112,ULK2,ZNF286A,ZNF287,TEKT3,CDRT1,CDRT4,CDRT15,NT5M,RASD1,TRIM16,MIEF2,SMCR8,TRPV2,TNFRSF13B,EPN2,ATPAF2,TVP23B,COPS3,COX10,SLC5A10,B9D1,LGALS9B,DRC3,MED9,SLC47A1,ALKBH5,TTC19,ADORA2B,SLC47A2,TBC1D28,ZSWIM7,FLCN,GID4,TBC1D26,CCDC144A,ZNF624,CENPV,DRG2,MPRIP,PLD6,TVP23C,SPECC1,LRRC75A,FAM83G,LGALS9C,EVPLL,AKAP10,GRAPL,FLII,FOXO3B,ALDH3A2,ALDH3A1,TVP23C-CDRT4,GRAP,HS3ST3B1,LLGL1,MAPK7,MFAP4,MYO15A,NCOR1,PEMT,PIGL,PMP22,PRPSAP2,RAI1	SNORD3B-1,SNORD49A,SHMT1,SREBF1,TOM1L2,TOP3A,FBXW10,UBB,RNF112,ZNF29P,ULK2,ZNF286A,ZNF287,TEKT3,CDRT1,CDRT4,CDRT7,CDRT8,CDRT15,NT5M,RASD1,RPL9P2,TRIM16,SMCR2,SMCR5,MIEF2,SMCR8,TRPV2,TNFRSF13B,EPN2,RNASEH1P2,ATPAF2,TVP23B,COTL1P1,KCTD9P1,COPS3,COX10,SLC5A10,B9D1,COTL1P2,LGALS9B,DRC3,MED9,SLC47A1,FAM106A,ALKBH5,TTC19,ADORA2B,SLC47A2,CCDC144B,TBC1D28,ZSWIM7,FLCN,TBC1D27P,GID4,SNHG29,TBC1D26,CCDC144A,CCDC144CP,ZNF624,CENPV,DRG2,MPRIP,SRP68P2,SRP68P1,SRP68P3,PLD6,TVP23C,UPF3AP2,UPF3AP1,SPECC1,USP32P2,UBE2SP1,UBE2SP2,LRRC75A,TBC1D3P3,TBC1D3P4,BRI3P3,FAM83G,SNORA59B,TRIM16L,SNORD49B,SNORD65,MIR33B,CDRT15P1,SNORD3A,SNORD3B-2,SNORD3C,SNORD3D,ZNF286B,LGALS9C,CDRT15P2,NMTRQ-TTG12-1,NOS2P3,EVPLL,MIR1180,MIR1288,RPL22P21,RPL13P12,RPS2P46,RPS18P12,RPL17P43,RPLP1P11,RPL21P121,RPL23AP76,AKAP10,RPL7AP65,GRAPL,FLII,KRT16P2,KRT16P3,KRT16P4,KRT16P5,FTLP12,FOXO3B,FAM106C,COX10-AS1,KYNUP1,KYNUP2,KYNUP3,NEK4P2,ALDH3A2,RAI1-AS1,ALDH3A1,EPN2-AS1,TBC1D26-AS1,MPRIP-AS1,MIR4731,MTND1P14,MTND2P12,TVP23C-CDRT4,RNA5SP436,USP32P1,USP32P3,ZSWIM5P1,TSEN15P1,TNPO1P2,NDUFB4P3,GRAP,RN7SL442P,RN7SL620P,RN7SL627P,RN7SL775P,RN7SL792P,RNU6-258P,RNU6-314P,RNU6-405P,RNU6-467P,RNU6-468P,RNU6-767P,RNU6-799P,RNU6-862P,RNU6-1057P,YWHAEP2,YWHAEP3,ACTG1P24,MIR6777,MIR6778,TNPO1P3,KRT16P6,NOS2P4,KRT17P4,KRT17P5,KRT17P6,KRT17P7,SLC47A1P1,HS3ST3B1,MTCO1P39,LINC02076,LINC02087,LINC02090,LINC02094,LINC02096,PPIAP53,SLC47A1P2,SPECC1P1,SRSF6P2,IL6STP1,KRT16P1,KRT17P1,KRT17P2,LLGL1,MAPK7,MEIS3P1,MFAP4,MYO15A,NCOR1,NOS2P2,PEMT,PIGL,PMP22,PRPSAP2,RAI1	193	72	NA	NA	NA
chr15	75771100	84195935	8424836	*	13536	0.9063238770685579	87	14kb_90.6%	SCAPER,MESD,ARNT2,CHRNA3,LINGO1,CIB2,EFL1,TBC1D2B,CEMIP,ETFA,FAH,IDH3A,AP3B2,IREB2,MTHFS	RPS17,BNC1,SCAPER,MESD,ARNT2,HOMER2,CHRNA3,LINGO1,CIB2,EFL1,TBC1D2B,CEMIP,MIR184,ETFA,FAH,IDH3A,AP3B2,IREB2,MTHFS,PSTPIP1	BTBD1,SCAPER,ADAMTSL3,DNAJA4,ADAMTS7,EFL1,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,ETFA,IL16,PSTPIP1	RPS17,BNC1,SH3GL3,BTBD1,TM6SF1,SCAPER,TLNRD1,MESD,FBXO22,ADAMTSL3,DNAJA4,ARNT2,MORF4L1,HOMER2,TSPAN3,FSD2,STARD5,ISL2,UBE2Q2,CHRNA3,CHRNA5,CHRNB4,LINGO1,CPEB1,ADAMTS7,TMC3,CRABP1,CIB2,HDGFL3,MEX3B,CTSH,EFL1,TMEM266,CFAP161,ABHD17C,C15orf40,TMED3,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,NRG4,ZFAND6,WDR61,WHAMM,RAMAC,ST20,SAXO2,ANKRD34C,HYKK,SH2D7,ETFA,FAH,GOLGA6L10,GOLGA6L9,ST20-MTHFS,HMG20A,CTXND1,IDH3A,AP3B2,IL16,IREB2,MTHFS,PSMA4,PSTPIP1,RASGRF1,BCL2A1,RCN2	RPS17,BNC1,SH3GL3,BTBD1,TM6SF1,TYRO3P,SCAPER,TLNRD1,MESD,FBXO22,ADAMTSL3,DNAJA4,ARNT2,MORF4L1,HOMER2,TSPAN3,FSD2,STARD5,ISL2,UBE2Q2,CHRNA3,CHRNA5,CHRNB4,LINGO1,CPEB1,ADAMTS7,TMC3,CRABP1,CIB2,HDGFL3,MEX3B,CTSH,EFL1,GOLGA2P10,TMEM266,CFAP161,ABHD17C,LINGO1-AS1,ST20-AS1,LINC00927,CPEB1-AS1,C15orf40,TMED3,MINAR1,TBC1D2B,CEMIP,PEAK1,ACSBG1,NRG4,ZFAND6,WDR61,WHAMM,RAMAC,FABP5P8,MIR184,EFL1P1,SCARNA15,MIR549A,KRT8P23,ST20,SAXO2,ANKRD34C,HYKK,SH2D7,ETFA,DNM1P38,DNM1P41,RPL18P11,FAH,RPL21P116,GOLGA6L10,GOLGA6L9,UBE2Q2P2,MIR3713,MIR4515,MIR4514,MIR5572,ANP32BP3,TUBAP4,ST20-MTHFS,UBE2Q2L,RN7SKP217,RN7SL214P,RN7SL278P,RN7SL319P,RN7SL510P,DNM1P49,RNU6-380P,RNU6-401P,RNU6-415P,RNU6-667P,RNU6-1339P,CSPG4P10,CSPG4P11,RNU1-77P,ANKRD34C-AS1,HNRNPCP3,CSPG4P13,ADAMTS7P1,ADAMTS7P3,UBE2Q2P6,GOLGA6L17P,HMG20A,SNHG21,CTXND1,LINGO1-AS2,TMC3-AS1,LINC01583,ACTG1P17,COMMD4P1,IDH3A,TFDP1P3,AP3B2,IL16,IREB2,MTHFS,PSMA4,PSTPIP1,RASGRF1,BCL2A1,RCN2	121	69	NA	NA	NA
chr9	66985595	82056787	15071193	*	7475	0.9352508361204014	78	7kb_93.5%	TJP2,TMC1,TRPM6,VPS13A,PSAT1,CEP78,FXN,PRKACG	TJP2,TMC1,TRPM3,TRPM6,VPS13A,PSAT1,CEP78,MIR204,FXN,GNA14,GNAQ,PRKACG	TJP2,CEMIP2,TRPM3,TRPM6,VPS13A,SMC5,CARNMT1,MAMDC2,PRUNE2,PCSK5,PGM5	RORB,KLF9,TJP2,TLE1,TLE4,CEMIP2,ZFAND5,TMC1,TRPM3,TRPM6,CBWD3,FOXD4L3,VPS13A,PSAT1,SMC5,FOXB2,C9orf40,CARNMT1,FAM122A,ANKRD20A1,MAMDC2,ABHD17B,FAM189A2,PRUNE2,CEP78,NMRK1,C9orf57,TMEM252,C9orf85,RFK,PTAR1,C9orf135,SPATA31A3,SPATA31D1,SPATA31D4,SPATA31D3,FXN,ALDH1A1,GCNT1,GDA,GNA14,GNAQ,ANXA1,APBA1,OSTF1,PCSK5,PGM5,PIP5K1B,PRKACG	RNU2-5P,RORB,KLF9,TJP2,TLE1,TLE4,CEMIP2,ZFAND5,TMC1,TRPM3,TRPM6,CBWD3,FOXD4L3,VPS13A,PSAT1,SMC5,ATP5MFP3,FOXB2,C9orf40,CARNMT1,FAM122A,ANKRD20A1,FAM27B,MAMDC2,CHCHD2P9,ABHD17B,FAM189A2,PRUNE2,CEP78,NMRK1,C9orf57,TMEM252,FAM27E3,C9orf85,RFK,PTAR1,C9orf135,RPSAP9,MIR204,SPATA31A3,OTX2P1,KRT18P24,RPS27AP15,RPS20P25,RPS19P6,RPS20P24,RPL24P8,RPL35AP21,SPATA31D1,BTF3P4,SPATA31D4,SPATA31D5P,SPATA31D3,SPATA31D2P,FXN,RBM22P5,CYP1D1P,ALDH1A1,GCNT1,MTND2P8,MTND2P9,GDA,RNA5SP285,RNA5SP286,RNA5SP287,GNA14,BANCR,GNAQ,VPS13A-AS1,PGM5-AS1,NPAP1P4,NPAP1P6,PIGUP1,RN7SKP47,RN7SKP59,RN7SL422P,RN7SL570P,RN7SL726P,RN7SL787P,RNU6-368P,RNU6-445P,RNU6-820P,RNU6-1035P,RNU6-1228P,RNU6-1303P,C9orf135-DT,SMC5-AS1,MAMDC2-AS1,CNTNAP3P2,RORB-AS1,RBM17P2,LYPLA2P3,DNAJB5P1,RFC5P1,GNA14-AS1,NUTF2P3,LINC01474,LINC01504,LINC01506,CARNMT1-AS1,LINC01507,DPP3P2,RPSAP75,MTCO1P51,HSPB1P1,ANXA1,PPIAP87,LNCARSR,TMEM252-DT,H3P32,APBA1,ASS1P3,OSTF1,PCA3,PCSK5,PGM5,PIP5K1B,PRKACG	118	49	NA	NA	NA
chr9	82058902	88130723	6071822	*	11430	0.9371828521434821	75	11kb_93.7%	AGTPBP1,RMI1,ISCA1	AGTPBP1,RMI1,ISCA1,HNRNPK,NTRK2	RASEF	UBQLN1,GOLM1,SLC28A3,AGTPBP1,GKAP1,KIF27,CDK20,FRMD3,NAA35,CTSL,RMI1,TUT7,RASEF,SPATA31E1,DAPK1,C9orf64,ISCA1,IDNK,C9orf153,GAS1,HNRNPK,NTRK2	UBQLN1,GOLM1,SLC28A3,AGTPBP1,GKAP1,KIF27,CDK20,RPS10P3,FRMD3,NAA35,SPATA31C2,ELF2P3,CTSL,RMI1,TUT7,RASEF,SPATA31E1,DAPK1,STK33P1,SPATA31C1,C9orf64,ISCA1,CDC20P1,IDNK,SPATA31B1P,C9orf153,MIR7-1,CTSL3P,LINC02872,RPS6P12,CTSLP8,PHBP7,GAS1,DAPK1-IT1,UBE2V1P10,DDX10P2,RN7SKP242,RN7SKP264,RNU4-15P,RNU4-29P,RNU6-86P,RNU2-36P,FBP2P1,HNRNPK,NPAP1P7,MTCO3P40,GAS1RR,LINC02834,NFYCP2,NTRK2	50	22	NA	NA	NA
chr13	46460607	67911415	21450809	*	3552	0.9304617117117117	75	4kb_93%	SUCLA2,LPAR6,RCBTB1,RNASEH2B,ALG11,ATP7B	SUCLA2,DIAPH3,LPAR6,THSD1,RCBTB1,RNASEH2B,ALG11,ITM2B,ATP7B,RB1	DIAPH3,RCBTB1,SETDB2,UTP14C	SUCLA2,PCDH20,PCDH17,SPRYD7,INTS6,DIAPH3,LPAR6,SUGT1,CNMD,PHF11,OLFM4,DLEU7,THSD1,MED4,EBPL,RCBTB1,CYSLTR2,KCNRG,RCBTB2,CKAP2,SETDB2,CAB39L,FNDC3A,CDADC1,LRCH1,VPS36,UTP14C,WDFY2,TDRD3,NUDT15,ARL11,PRR20A,SERPINE3,CCDC70,RNASEH2B,DHRS12,FAM124A,TMEM272,HNRNPA1L2,ALG11,ESD,PRR20B,PRR20C,PRR20D,PRR20E,C13orf42,MLNR,HTR2A,ITM2B,KPNA3,NEK3,NEK5,PCDH8,PCDH9,ATP7B,RB1,TRIM13	STARP1,SUCLA2,DLEU1,DLEU2,PCDH20,PCDH17,SPRYD7,INTS6,OR7E101P,OR7E104P,OR7E111P,DIAPH3,LPAR6,SUGT1,CNMD,PHF11,OLFM4,DLEU7,THSD1,MED4,EBPL,RCBTB1,CYSLTR2,ST13P4,KCNRG,RCBTB2,CKAP2,SETDB2,CAB39L,FNDC3A,CDADC1,LRCH1,VPS36,UTP14C,WDFY2,TDRD3,COX7CP1,NUDT15,LGMNP1,ARL11,COX17P1,CTAGE3P,PRR20A,SERPINE3,CCDC70,RNASEH2B,DHRS12,FAM124A,TMEM272,LINC00355,HNRNPA1L2,PSME2P2,FABP5P2,OR7E156P,THSD1P1,MIR15A,MIR16-1,ALG11,GNG5P5,RNY4P9,NFYAP1,ESD,MIR1297,HNF4GP1,SLC25A5P4,RPL31P53,RPL18P10,RPL34P26,RPL32P28,RPS4XP16,RPL27AP8,RPSAP53,RPL13AP25,FKBP1AP3,PRR20B,PRR20C,PRR20D,PRR20E,CTAGE10P,MIR759,EIF4A1P6,TPTE2P2,MIR3169,MIR3613,OGFOD1P1,MED4-AS1,MRPS31P5,PPIAP26,SNRPGP11,DNAJA1P1,HMGN2P39,SPATA2P1,MTCO2P3,POLR3KP1,NPM1P22,NAP1L4P3,ATP5PBP1,ZNF646P1,RPP40P2,HNRNPA3P5,TARDBPP2,PCDH9-AS2,PCDH9-AS1,DIAPH3-AS1,DIAPH3-AS2,PCDH8P1,SUCLA2-AS1,RNASEH2B-AS1,HTR2A-AS1,PCDH9-AS3,PCDH9-AS4,MIR4704,MIR548X2,MIR4703,CTAGE16P,PCNPP5,RAC1P8,PPP1R2P10,TRIM60P19,PPP1R26P1,RPL5P31,SNRPGP14,RNY4P24,RNY1P6,RNY3P2,RNY3P5,RNY4P28,RNY4P29,RNY4P30,LINC00345,RNU6-60P,RNU6-65P,RNU6-81P,RNA5SP28,RNA5SP29,RNA5SP30,RNA5SP31,RNU7-87P,RNU7-88P,RN7SKP6,MRPS31P4,POLR2KP2,LINC00358,LINC00364,INTS6-AS1,C13orf42,LINC00374,LINC00376,LINC00378,LINC00395,LINC00434,RB1-DT,LINC00448,LINC00458,LINC00459,LINC00462,MIR5007,MIR5693,LINC00558,LINC00562,MLNR,RN7SL320P,RN7SL375P,RN7SL413P,RN7SL618P,RN7SL700P,GUCY1B2,LINC01052,PRELID3BP2,PRR20FP,SQSTM1P1,LINC01065,BCRP9,LINC01074,LINC01075,LINC01077,LINC01198,LINC01442,HTR2A,LINC02333,LINC02335,LINC02338,LINC02339,SUGT1-DT,ITM2B,KPNA3,NEK3,NEK5,OR7E33P,PCDH8,PCDH9,ATP7B,RAD17P2,RB1,TRIM13	195	57	NA	NA	NA
chr17	64920426	67950768	3030343	*	5266	0.9014432206608431	72	5kb_90.1%	CEP112	RGS9,CEP112,BPTF,AXIN2,PSMD12	NOL11	RGS9,CACNG1,CACNG4,CACNG5,HELZ,PITPNC1,NOL11,CEP112,BPTF,GNA13,APOH,AXIN2,PRKCA,PSMD12	RGS9,CACNG1,CACNG4,CACNG5,HELZ,PITPNC1,NOL11,AMZ2P1,CEP112,MIR548D2,MIR634,SNORA38B,BPTF,RPL17P41,RPL36AP48,MIR548AA2,RNA5SP444,RNA5SP445,RNA5SP446,RNA5SP447,GNA13,RN7SL735P,RN7SL756P,RNU6-928P,SLC16A6P1,PRKCA-AS1,RPSAP67,LINC02563,APOH,PSMD7P1,AXIN2,PRKCA,PSMD12	33	14	NA	NA	NA
